Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,academic location dur,activity dur,app usage,bluetooth colocations,conversation dur,darkness dur,deadlines,dow,doy,end_day,end_time,interval,location changes,location variance,phone lock dur,picture_idx,resp_time,running dur,sms,start_day,start_time,uid,walking dur
1,0.0,0,0,0,0.0,0,81648.0,6315.0,288,16,30794.0,31886.0,0,4,95,96,2013-04-06 02:58:54,"(Timestamp('2013-04-05 14:58:54'), Timestamp('2013-04-06 02:58:54'), 95, 96)",46.0,-12.144496849207224,40869.0,2,2013-04-05 20:58:54,1244.0,12,95,2013-04-05 14:58:54,u01,5149.0
0,0.0,1,0,0,0.0,0,10071.0,3145.0,288,7,32956.0,26939.0,0,5,96,96,2013-04-06 07:26:35,"(Timestamp('2013-04-05 19:26:35'), Timestamp('2013-04-06 07:26:35'), 95, 96)",29.0,-13.332882211942316,34487.0,4,2013-04-06 01:26:35,257.0,12,95,2013-04-05 19:26:35,u01,3058.0
0,0.0,1,0,0,0.0,0,3402.0,2852.0,288,5,28253.0,21994.0,0,5,96,96,2013-04-06 09:00:17,"(Timestamp('2013-04-05 21:00:17'), Timestamp('2013-04-06 09:00:17'), 95, 96)",32.0,-13.326662316864303,28865.0,3,2013-04-06 03:00:17,257.0,12,95,2013-04-05 21:00:17,u01,2811.0
0,0.0,1,0,0,0.0,0,80374.0,2852.0,288,5,23223.0,18343.0,0,5,96,96,2013-04-06 10:37:49,"(Timestamp('2013-04-05 22:37:49'), Timestamp('2013-04-06 10:37:49'), 95, 96)",32.0,-13.32582086989036,24248.0,2,2013-04-06 04:37:49,257.0,12,95,2013-04-05 22:37:49,u01,2811.0
0,0.0,1,0,0,0.0,0,80402.0,2852.0,288,5,23251.0,18371.0,0,5,96,96,2013-04-06 10:37:21,"(Timestamp('2013-04-05 22:37:21'), Timestamp('2013-04-06 10:37:21'), 95, 96)",32.0,-13.32582086989036,24276.0,2,2013-04-06 04:37:21,257.0,12,95,2013-04-05 22:37:21,u01,2811.0
0,0.0,1,0,0,0.0,0,43376.0,1753.0,288,0,8456.0,4870.0,0,5,96,96,2013-04-06 15:39:25,"(Timestamp('2013-04-06 03:39:25'), Timestamp('2013-04-06 15:39:25'), 96, 96)",21.0,-18.202207404604753,7180.0,4,2013-04-06 09:39:25,206.0,12,96,2013-04-06 03:39:25,u01,1738.0
0,0.0,1,0,0,0.0,0,56039.0,4176.0,288,40,25878.0,27491.0,0,5,96,97,2013-04-07 03:57:28,"(Timestamp('2013-04-06 15:57:28'), Timestamp('2013-04-07 03:57:28'), 96, 97)",51.0,-13.517050908118335,35888.0,2,2013-04-06 21:57:28,751.0,12,96,2013-04-06 15:57:28,u01,3532.0
0,0.0,0,1,0,0.0,0,27569.0,4464.0,288,11,24590.0,27971.0,0,6,97,98,2013-04-08 03:21:38,"(Timestamp('2013-04-07 15:21:38'), Timestamp('2013-04-08 03:21:38'), 97, 98)",90.0,-12.962600081600181,33234.0,4,2013-04-07 21:21:38,2180.0,12,97,2013-04-07 15:21:38,u01,2786.0
0,0.0,0,1,0,0.0,0,0.0,751.0,288,6,9942.0,0.0,0,6,97,97,2013-04-07 13:52:31,"(Timestamp('2013-04-07 01:52:31'), Timestamp('2013-04-07 13:52:31'), 97, 97)",24.0,-17.59310448959615,5849.0,4,2013-04-07 07:52:31,18.0,12,97,2013-04-07 01:52:31,u01,730.0
0,0.0,0,1,0,0.0,0,36831.0,3220.0,288,22,27247.0,27491.0,0,6,97,97,2013-04-07 08:05:46,"(Timestamp('2013-04-06 20:05:46'), Timestamp('2013-04-07 08:05:46'), 96, 97)",39.0,-13.553560941329328,33768.0,3,2013-04-07 02:05:46,250.0,12,96,2013-04-06 20:05:46,u01,3014.0
0,1.0,0,0,0,0.0,0,0.0,2996.0,339,8,19911.0,31301.0,1,0,98,98,2013-04-08 12:29:56,"(Timestamp('2013-04-08 00:29:56'), Timestamp('2013-04-08 12:29:56'), 98, 98)",19.0,-18.305889185005547,31279.0,1,2013-04-08 06:29:56,57.0,12,98,2013-04-08 00:29:56,u01,2996.0
0,1.0,0,0,0,0.0,0,86314.0,6919.0,398,10,21935.0,28099.0,1,0,98,99,2013-04-09 01:22:39,"(Timestamp('2013-04-08 13:22:39'), Timestamp('2013-04-09 01:22:39'), 98, 99)",52.0,-12.191572627944115,33322.0,1,2013-04-08 19:22:39,1879.0,12,98,2013-04-08 13:22:39,u01,6427.0
0,1.0,0,0,0,0.0,0,2104.0,6032.0,408,1,24240.0,19392.0,1,0,98,99,2013-04-09 05:56:50,"(Timestamp('2013-04-08 17:56:50'), Timestamp('2013-04-09 05:56:50'), 98, 99)",72.0,-12.323093046230223,23014.0,3,2013-04-08 23:56:50,1386.0,12,98,2013-04-08 17:56:50,u01,5545.0
0,0.0,0,0,0,1.0,0,81695.0,5516.0,408,1,22165.0,15758.0,0,1,99,99,2013-04-09 06:57:24,"(Timestamp('2013-04-08 18:57:24'), Timestamp('2013-04-09 06:57:24'), 98, 99)",73.0,-12.595172662484545,19380.0,4,2013-04-09 00:57:24,1386.0,12,98,2013-04-08 18:57:24,u01,5029.0
0,0.0,0,0,0,1.0,0,50090.0,1256.0,406,0,11379.0,4759.0,0,1,99,99,2013-04-09 12:54:18,"(Timestamp('2013-04-09 00:54:18'), Timestamp('2013-04-09 12:54:18'), 99, 99)",40.0,-14.07236449457063,4758.0,3,2013-04-09 06:54:18,0.0,12,99,2013-04-09 00:54:18,u01,1256.0
0,0.0,0,0,0,1.0,0,64507.0,3747.0,406,0,13035.0,11958.0,0,1,99,99,2013-04-09 10:49:57,"(Timestamp('2013-04-08 22:49:57'), Timestamp('2013-04-09 10:49:57'), 98, 99)",63.0,-13.9872883938944,11958.0,2,2013-04-09 04:49:57,902.0,12,98,2013-04-08 22:49:57,u01,3747.0
0,0.0,0,0,0,1.0,0,21066.0,2442.0,396,0,27187.0,38686.0,0,1,99,100,2013-04-10 04:43:39,"(Timestamp('2013-04-09 16:43:39'), Timestamp('2013-04-10 04:43:39'), 99, 100)",80.0,-14.29223073871726,39409.0,4,2013-04-09 22:43:39,1183.0,12,99,2013-04-09 16:43:39,u01,1574.0
1,0.0,0,0,0,0.0,0,77955.0,1961.0,385,5,26360.0,38377.0,0,4,102,102,2013-04-12 07:12:50,"(Timestamp('2013-04-11 19:12:50'), Timestamp('2013-04-12 07:12:50'), 101, 102)",49.0,-12.814070320741392,35763.0,4,2013-04-12 01:12:50,987.0,12,101,2013-04-11 19:12:50,u01,1270.0
1,0.0,0,0,0,0.0,0,23281.0,8298.0,176,83,30812.0,31409.0,0,4,102,103,2013-04-13 02:28:12,"(Timestamp('2013-04-12 14:28:12'), Timestamp('2013-04-13 02:28:12'), 102, 103)",53.0,-11.778180340607857,36872.0,1,2013-04-12 20:28:12,2333.0,12,102,2013-04-12 14:28:12,u01,7359.0
1,0.0,0,0,0,0.0,0,4368.0,988.0,159,39,14032.0,29527.0,0,4,102,102,2013-04-12 14:21:09,"(Timestamp('2013-04-12 02:21:09'), Timestamp('2013-04-12 14:21:09'), 102, 102)",47.0,-12.426764181109922,30823.0,2,2013-04-12 08:21:09,959.0,12,102,2013-04-12 02:21:09,u01,269.0
1,0.0,0,0,0,0.0,0,27126.0,8395.0,161,140,29996.0,33159.0,0,4,102,103,2013-04-13 00:10:34,"(Timestamp('2013-04-12 12:10:34'), Timestamp('2013-04-13 00:10:34'), 102, 103)",75.0,-11.222432990762318,40610.0,4,2013-04-12 18:10:34,3292.0,12,102,2013-04-12 12:10:34,u01,6737.0
0,0.0,0,0,0,0.0,1,21066.0,999.0,396,0,23224.0,42557.0,0,2,100,100,2013-04-10 08:59:11,"(Timestamp('2013-04-09 20:59:11'), Timestamp('2013-04-10 08:59:11'), 99, 100)",47.0,-15.114056371063201,42531.0,4,2013-04-10 02:59:11,484.0,12,99,2013-04-09 20:59:11,u01,999.0
0,0.0,0,0,0,0.0,1,18590.0,49.0,396,0,15778.0,42754.0,0,2,100,100,2013-04-10 11:31:11,"(Timestamp('2013-04-09 23:31:11'), Timestamp('2013-04-10 11:31:11'), 99, 100)",32.0,-17.931414639096324,42725.0,2,2013-04-10 05:31:11,0.0,12,99,2013-04-09 23:31:11,u01,49.0
0,0.0,0,0,0,0.0,1,66492.0,2943.0,396,0,24354.0,37279.0,0,2,100,100,2013-04-10 23:04:53,"(Timestamp('2013-04-10 11:04:53'), Timestamp('2013-04-10 23:04:53'), 100, 100)",67.0,-11.022325991383134,35256.0,1,2013-04-10 17:04:53,1982.0,12,100,2013-04-10 11:04:53,u01,1988.0
0,0.0,0,0,0,0.0,1,21184.0,1959.0,403,0,27979.0,40814.0,0,2,100,101,2013-04-11 02:25:35,"(Timestamp('2013-04-10 14:25:35'), Timestamp('2013-04-11 02:25:35'), 100, 101)",42.0,-11.394409664086353,39062.0,4,2013-04-10 20:25:35,1635.0,12,100,2013-04-10 14:25:35,u01,805.0
0,0.0,0,0,0,0.0,1,24256.0,1886.0,409,0,28465.0,42854.0,0,2,100,101,2013-04-11 04:33:07,"(Timestamp('2013-04-10 16:33:07'), Timestamp('2013-04-11 04:33:07'), 100, 101)",31.0,-11.701111933175074,41099.0,3,2013-04-10 22:33:07,1353.0,12,100,2013-04-10 16:33:07,u01,1012.0
0,0.0,0,0,1,0.0,0,15687.0,1701.0,427,19,28192.0,30968.0,0,3,108,108,2013-04-18 06:20:51,"(Timestamp('2013-04-17 18:20:51'), Timestamp('2013-04-18 06:20:51'), 107, 108)",135.0,-17.930267847132022,37746.0,4,2013-04-18 00:20:51,1019.0,12,107,2013-04-17 18:20:51,u01,937.0
0,0.0,0,0,1,0.0,0,0.0,80.0,432,13,12753.0,13922.0,0,3,108,108,2013-04-18 13:22:36,"(Timestamp('2013-04-18 01:22:36'), Timestamp('2013-04-18 13:22:36'), 108, 108)",19.0,-18.556369786883536,35902.0,4,2013-04-18 07:22:36,0.0,12,108,2013-04-18 01:22:36,u01,80.0
0,0.0,0,0,1,0.0,0,24352.0,10417.0,440,113,22374.0,21336.0,0,3,108,109,2013-04-19 01:58:22,"(Timestamp('2013-04-18 13:58:22'), Timestamp('2013-04-19 01:58:22'), 108, 109)",144.0,-11.749534998502874,35573.0,2,2013-04-18 19:58:22,3584.0,12,108,2013-04-18 13:58:22,u01,8953.0
0,0.0,0,0,1,0.0,0,34929.0,10889.0,443,113,25730.0,24303.0,0,3,108,109,2013-04-19 02:54:18,"(Timestamp('2013-04-18 14:54:18'), Timestamp('2013-04-19 02:54:18'), 108, 109)",143.0,-11.76033748962773,35218.0,4,2013-04-18 20:54:18,3584.0,12,108,2013-04-18 14:54:18,u01,9425.0
0,0.0,0,0,0,0.0,1,1606.0,5063.0,419,110,22990.0,21194.0,0,2,107,108,2013-04-18 00:14:53,"(Timestamp('2013-04-17 12:14:53'), Timestamp('2013-04-18 00:14:53'), 107, 108)",276.0,-12.268953469065409,32745.0,2,2013-04-17 18:14:53,3497.0,12,107,2013-04-17 12:14:53,u01,2850.0
0,0.0,0,0,0,0.0,1,21136.0,928.0,350,38,24169.0,4314.0,0,2,107,107,2013-04-17 10:01:42,"(Timestamp('2013-04-16 22:01:42'), Timestamp('2013-04-17 10:01:42'), 106, 107)",23.0,-14.750559331910614,25926.0,2,2013-04-17 04:01:42,489.0,12,106,2013-04-16 22:01:42,u01,686.0
0,0.0,0,0,0,0.0,1,27545.0,2148.0,330,38,25391.0,4314.0,0,2,107,107,2013-04-17 08:30:12,"(Timestamp('2013-04-16 20:30:12'), Timestamp('2013-04-17 08:30:12'), 106, 107)",39.0,-12.741536632731364,25926.0,3,2013-04-17 02:30:12,1015.0,12,106,2013-04-16 20:30:12,u01,1620.0
0,0.0,0,0,0,0.0,1,0.0,242.0,375,11,17506.0,0.0,0,2,107,107,2013-04-17 12:00:01,"(Timestamp('2013-04-17 00:00:01'), Timestamp('2013-04-17 12:00:01'), 107, 107)",11.0,-18.05423666949922,31321.0,2,2013-04-17 06:00:01,242.0,12,107,2013-04-17 00:00:01,u01,0.0
0,0.0,0,0,1,0.0,0,34049.0,1394.0,419,0,25373.0,43160.0,0,3,101,101,2013-04-11 08:03:12,"(Timestamp('2013-04-10 20:03:12'), Timestamp('2013-04-11 08:03:12'), 100, 101)",20.0,-11.877621445465095,41401.0,2,2013-04-11 02:03:12,882.0,12,100,2013-04-10 20:03:12,u01,994.0
